,course name,Number of students who purchased the course,The number of students who rated the course,The number of factors that took part in the creation of the course,Last updated date,the language of the course,The number of languages into which the course is translated,The number of languages for which the course has subtitles,price,Is the course on sale?,The number of episodes,Number of lectures in the course,Duration of each lecture,The name of the first lecturer,Number of followers of the first lecturer,The course number of the first lecturer,Average rating of all courses of the first lecturer,The name of the second lecturer,Number of followers of the second lecturer,The course number of the second lecturer,Average rating of all courses of the second lecturer,Does the course contain exercises?,Does the course contain exams?,Does the course contain a final exam?,Course rating
201,豊富な演習問題とKaggle実践で身に付ける！『Python データ分析 & 機械学習 ～パーフェクトスターターコース』,105,3,1,11.2022,Japanese,1,1,699.90,1,14,138,18h 34m,Kaiki Fukunaga,359,3,4.6,null,null,null,null,0,0,0,5.0
202,Réseaux de neurones à partir de zéro,20,2,1,8.2022,French,1,1,179.90,1,8,27,5h 9m,Maxime Vandegar,"1,235",25,4.5,null,null,null,null,0,0,0,5.0
203,파이썬 웹서비스API 실전 프로젝트 - 돈 버는 디지털마케팅,28,1,1,7.2022,Korean,1,0,229.90,1,4,23,3h 25m,Jonathan Suh,486,7,4.3,null,null,null,null,0,0,0,5.0
204,Başlayanlara Yönelik Verimli MATLAB Eğitimi,2,1,1,9.2022,Turkish,1,0,69.90,1,5,9,5h 23m,Dişli Çark Eğitim,2,1,4.0,null,null,null,null,0,0,0,4.0
205,"Ciencia de los Datos - Aprenda con Python, Plotly y Leaflet",12,1,1,7.2021,Spanish,1,1,349.90,1,10,39,10h 7m,AulaGEO Academy,"21,991",125,4.0,null,null,null,null,0,0,0,3.0
206,YOLOv5实战垃圾分类目标检测,18,1,1,7.2021,Simplified Chinese,2,0,105.90,1,7,27,3h 58m,Frank BAI,178,23,4.3,null,null,null,null,0,0,0,4.5
207,Construa uma Arquitetura Lakehouse na Azure do Zero!,3,1,1,9.2022,Portuguese,1,0,69.90,1,3,11,2h 27m,Igor Lucci,25,2,4.7,null,null,null,null,0,0,0,5.0
208,AUTOML + ORANGE completo: analisando dados e modelos,31,1,2,6.2022,Portuguese,1,1,123.90,1,3,50,9h 14m,MSc Grimaldo Lopes | + 45.000 alunos de Oliveira,"46,770",165,4.4,Fernando Amaral,"166,872",55,4.6,0,0,0,4.0
209,Introducción a la visualización de datos en R con ggplot2,1,1,1,10.2022,Spanish,1,0,69.90,1,4,14,2h 47m,Raul Figueroa,1,1,5.0,null,null,null,null,0,0,0,5.0
210,UNet（TensorFlow2）图像语义分割实战：训练自己的数据集,12,1,1,1.2022,Simplified Chinese,2,0,105.90,1,6,13,2h 52m,Frank BAI,178,23,4.3,null,null,null,null,0,0,0,5.0
211,"Python para Data Science, Big Data y Machine Learning",17,1,1,1.2022,Spanish,1,1,179.90,1,9,53,5h 21m,Synergy Tecnologia,"4,180",11,4.6,null,null,null,null,1,0,0,4.0
212,Web Scraping : scraper n'importe quel site web avec Node js,8,1,1,12.2021,French,1,0,319.90,1,5,9,1h 41m,Henok Adeyama,8,1,3.0,null,null,null,null,0,0,0,3.0
213,Web Scraping : scraper n'importe quel site web avec Node js,8,1,1,12.2021,French,1,0,319.90,1,5,9,1h 41m,Henok Adeyama,8,1,3.0,null,null,null,null,0,0,0,3.0
214,Redes Neurais em termos simples (pensamento computacional),10,1,3,11.2022,Portuguese,1,0,69.90,1,3,9,1h 9m,Jorge Guerra Pires,"2,067",10,4.2,Jovem Pesquisador,621,3,3.7,0,0,0,5.0
215,Introduction à Nerf (Neural Radiance Fields),5,2,1,12.2022,French,1,0,349.90,1,10,57,10h 2m,Maxime Vandegar,"1,235",25,4.5,null,null,null,null,0,0,0,4.2
216,DeepLearning mit PyTorch und fastai für tabellarische Daten,33,1,1,5.2021,German,1,1,123.90,1,6,38,2h 43m,Bernhard Mayr,477,10,4.0,null,null,null,null,1,0,0,1.5
217,Fundamentos de Data Scientist con R,202,1,1,2.2022,Spanish,1,1,69.90,1,5,5,1h 11m,Luis Guevara Matias,"19,523",427,3.4,null,null,null,null,0,0,0,5.0
218,Transformer Modelle und Deep Learning,15,1,1,9.2021,German,1,0,69.90,1,7,14,1h 57m,Bernhard Mayr,477,10,4.0,null,null,null,null,0,0,0,3.0
219,Основы работы с данными для бизнес лидеров,1,1,1,11.2022,Russian,1,0,699.90,0,1,18,6h 59m,DELA Digital Era Leaders Academy,12,2,4.3,null,null,null,null,0,0,0,5.0
220,Bigdata con Elasticsearch,"1,115",2,1,10.2022,Spanish,1,1,69.90,1,5,5,44m total,Luis Guevara Matias,"19,523",427,3.4,null,null,null,null,0,0,0,3.2
221,ViT（Vision Transformer）原理与代码精讲,4,1,1,5.2022,Simplified Chinese,2,0,105.90,1,3,11,2h 59m,Frank BAI,178,23,4.3,null,null,null,null,0,0,0,5.0
222,Swin Transformer实战目标检测：训练自己的数据集,6,1,1,1.2022,Simplified Chinese,2,0,105.90,1,5,20,4h 5m,Frank BAI,178,23,4.3,null,null,null,null,0,0,0,5.0
223,Automatyzacja zadań w Pythonie,65,1,1,4.2021,Polish,1,0,349.90,1,6,43,6h 2m,Videopoint Grupa Helion,"26,837",87,4.3,null,null,null,null,0,0,0,4.0
224,YOLOv5目标检测之知识蒸馏实战,7,1,1,5.2022,Simplified Chinese,2,0,105.90,1,4,12,1h 38m,Frank BAI,178,23,4.3,null,null,null,null,0,0,0,5.0
225,Internet of Things (IoT),39,1,1,9.2022,Spanish,1,1,69.90,1,6,6,36m total,Luis Guevara Matias,"19,523",427,3.4,null,null,null,null,0,0,0,5.0
226,Big Data con Spark,"1,228",1,1,10.2022,Spanish,1,1,69.90,1,5,5,37m total,Luis Guevara Matias,"19,523",427,3.4,null,null,null,null,0,0,0,3.5
227,Машинное обучение: кластеризация и аномалии на Python,43,1,1,1.2022,Russian,1,0,349.90,1,9,67,7h 56m,Центр digital-профессий ITtensive,"2,264",22,4.0,null,null,null,null,1,0,0,5.0
228,"Python Course With Numpy, Pandas , Matplotlib (hindi)","1,000",1,1,12.2022,Hindi,1,0,89.90,1,2,14,7h 27m,shivendra chauhan,"2,076",4,4.5,null,null,null,null,0,0,0,5.0
229,Machine Learning dengan Python,3,1,1,7.2022,Indonesian,1,0,69.90,1,11,54,9h 0m,Herman Sihombing,3,2,4.5,null,null,null,null,0,0,0,4.5
230,Apprendre l'analyse et la visualisation de données en Python,7,1,1,12.2022,French,1,0,539.90,1,8,107,16h 47m,Dr. Mohammed MASTAFI,"3,973",9,4.4,null,null,null,null,0,0,0,5.0
231,Machine Learning : introduction aux Auto-encodeurs,13,1,1,3.2022,French,1,0,69.90,1,3,12,2h 8m,Maxime Vandegar,"1,235",25,4.5,null,null,null,null,0,0,0,5.0
232,APPRENTISSAGE DES STATISTIQUES AVEC JAMOVI [Français],3,1,1,8.2022,French,1,0,89.90,1,6,15,44m total,Yassine Karroumi,3,1,5.0,null,null,null,null,1,0,0,5.0
233,تعلم خوارزميات الذكاء الاصطناعى وتنبؤ البيانات بالويكا,7,1,1,1.2021,Arabic,1,0,89.90,1,4,14,2h 44m,Ahmed Abdullah,7,1,3.0,null,null,null,null,0,0,0,3.0
234,Data science pour le E-Business et le E-Marketing | 2023,17,1,2,1.2023,French,1,0,69.90,1,6,74,7h 34m,E-Learning Innovation | Formateur certifié (France),"6,419",26,4.4,Mohamed Borhen triki / Digit Talk,130,11,4.2,1,0,0,5.0
235,Fundamentos de Big Data,325,1,1,4.2022,Spanish,1,1,69.90,1,5,5,1h 29m,Luis Guevara Matias,"19,523",427,3.4,null,null,null,null,0,0,0,3.5
236,Machine Learning: cours avancé,6,2,1,11.2022,French,1,0,349.90,1,6,29,5h 4m,Maxime Vandegar,"1,235",25,4.5,null,null,null,null,0,0,0,4.2
237,Big data y analítica Digital,"1,116",2,1,8.2022,Spanish,1,1,69.90,1,5,5,51m total,Luis Guevara Matias,"19,523",427,3.4,null,null,null,null,0,0,0,3.3
238,Biblioteka OpenCV.,16,1,1,10.2022,Polish,1,0,679.90,1,13,20,5h 10m,Videopoint Grupa Helion,"26,837",87,4.3,null,null,null,null,0,0,0,5.0
239,Fundamentos y soluciones con BIG Data,"1,198",2,1,10.2022,Spanish,1,1,69.90,1,5,5,51m total,Luis Guevara Matias,"19,523",427,3.4,null,null,null,null,0,0,0,5.0
240,Computação Quântica com Python,13,1,1,10.2022,Portuguese,1,0,69.90,1,7,24,3h 32m,Neuraline Systems,19,2,2.2,null,null,null,null,0,0,0,4.0
241,Deep Learning para principiantes,204,1,1,4.2022,Spanish,1,1,69.90,1,5,5,1h 9m,Luis Guevara Matias,"19,523",427,3.4,null,null,null,null,0,0,0,1.0
242,Deep Dive in das fastai Deep Learning Framework,17,1,1,5.2021,German,1,0,123.90,1,6,42,3h 6m,Bernhard Mayr,477,10,4.0,null,null,null,null,0,0,0,5.0
243,Tensorflow für Python Programmierer,26,1,1,2.2021,German,1,1,123.90,1,9,32,8h 17m,Cedric Mössner,"21,368",42,4.0,null,null,null,null,0,0,0,5.0
244,Базовый Python,29,1,1,6.2020,Russian,1,0,349.90,1,14,63,5h 2m,Центр digital-профессий ITtensive,"2,264",22,4.0,null,null,null,null,1,1,0,4.0
245,AI - ML-NET (C#) الذكاء الاصطناعي,6,0,1,1.2022,Arabic,1,0,69.90,1,8,23,1h 58m,تكنو U,50,12,4.8,null,null,null,null,0,0,0,0.0
246,Machine Learning Básico Aplicado a Hidrocarburos,2,0,1,7.2022,Spanish,1,1,69.90,1,4,10,1h 29m,Gustavo Montenegro,7,2,4.0,null,null,null,null,1,0,0,0.0
247,빅데이터 분석 및 검색 시스템 구축을 위한 엘라스틱서치,0,0,1,11.2022,Korean,1,0,429.90,1,10,100,4h 49m,현대C&R 하이인재원,84,56,4.0,null,null,null,null,0,0,0,0.0
248,"TensorFlow esencial, Función y Aplicación",9,0,1,2.2022,Spanish,1,1,399.90,1,10,58,4h 2m,Synergy Tecnologia,"4,180",11,4.6,null,null,null,null,0,0,0,0.0
249,Decodificando o Python: Do básico ao Intermediário,0,0,1,12.2022,Portuguese,1,0,69.90,1,7,25,3h 38m,Codifiquei Oficial,--,1,--,null,null,null,null,0,0,0,0.0
250,Análise de Dados na Prática com R Studio Nível Básico,3,0,1,10.2021,Portuguese,1,1,539.90,1,2,25,4h 50m,Quadrivium Academic,"1,275",5,4.6,null,null,null,null,1,0,0,0.0
251,"파이썬(Python) 딥러닝(Deep Learning,DL) 프로젝트 - DNN, CNN, RNN 모델 실무",1,0,1,12.2022,Korean,1,0,349.90,0,9,24,4h 32m,마소캠퍼스 머니매그넷,"2,064",50,4.7,null,null,null,null,0,0,0,0.0
252,파이썬 기초부터 활용까지,2,0,1,11.2022,Korean,1,0,459.90,1,15,135,6h 35m,현대C&R 하이인재원,84,56,4.0,null,null,null,null,0,0,0,0.0
253,Introdução ao Processamento de Sinais Biomédicos em Python,12,0,1,9.2022,Portuguese,1,0,89.90,1,4,16,12h 25m,Jefferson Silva Almeida,358,9,4.2,null,null,null,null,0,0,0,0.0
254,DeepLabv3+（PyTorch）图像语义分割：训练自己的数据集,5,0,1,1.2022,Simplified Chinese,2,0,105.90,1,6,10,1h 48m,Frank BAI,178,23,4.3,null,null,null,null,0,0,0,0.0
255,빅데이터 분석을 위한 Hadoop(하둡) 프로그래밍 제대로 배우기 기초,0,0,1,11.2022,Korean,1,0,69.90,1,1,11,1h 25m,ITGO 아이티고,"5,705",272,4.7,null,null,null,null,0,0,0,0.0
256,IOT y las nuevas tecnologías,931,0,1,8.2022,Spanish,1,1,69.90,1,5,5,55m total,Luis Guevara Matias,"19,523",427,3.4,null,null,null,null,0,0,0,0.0
257,Statistical Average,0,0,1,12.2022,Hindi,1,0,69.90,1,1,18,10h 41m,Dr. Mohd Saifi Anwar,2,31,--,null,null,null,null,0,0,0,0.0
258,Fundamentos de Druid,722,0,1,11.2022,Spanish,1,1,69.90,1,5,5,38m total,Luis Guevara Matias,"19,523",427,3.4,null,null,null,null,0,0,0,0.0
259,[라즈베리파이] IoT 딥러닝 Computer Vision 실전 프로젝트,46,0,1,7.2022,Korean,1,0,399.90,1,12,60,10h 48m,Jonathan Suh,486,7,4.3,null,null,null,null,0,0,0,0.0
260,Excel   - Fórmulas & Macros & VBA,2,0,1,5.2021,Portuguese,1,1,69.90,1,2,75,5h 25m,Ben-hur Demetrius,"14,275",62,4.4,null,null,null,null,0,0,0,0.0
261,Pandas: cours accéléré pour débutant,1,0,1,10.2022,French,1,0,123.90,1,3,11,1h 21m,Maxime Vandegar,"1,235",25,4.5,null,null,null,null,0,0,0,0.0
262,Alteryx TRIFACTA -Preparação de Dados- explorer e ajustes,13,0,1,1.2023,Portuguese,1,0,69.90,1,1,20,2h 34m,MSc Grimaldo Lopes | + 45.000 alunos de Oliveira,"46,770",165,4.4,null,null,null,null,0,0,0,0.0
263,Grundlagen der Statistik | Einführung in die Statistik,4,0,2,12.2022,German,1,0,179.90,1,11,23,7h 0m,Innside Statistics UG,4,1,--,Prof. Dr. Daniel Schnitzlein,4,1,--,1,0,0,0.0
264,사례로 알아보는 AI Transformation 기술,0,0,1,11.2022,Korean,1,0,429.90,1,10,111,4h 20m,현대C&R 하이인재원,84,56,4.0,null,null,null,null,0,0,0,0.0
265,Python Docx de Iniciante a Vencedor,4,0,1,12.2022,Portuguese,1,0,329.90,1,1,23,5h 48m,Hugo Ferro,"1,371",10,4.7,null,null,null,null,0,0,0,0.0
266,"파이썬(Python) 딥러닝(Deep Learning,DL) 프로젝트 - Flask 웹 서빙 CNN 프로젝트",1,0,1,12.2022,Korean,1,0,429.90,0,8,21,2h 36m,마소캠퍼스 머니매그넷,"2,064",50,4.7,null,null,null,null,0,0,0,0.0
267,เรียน Python for Data Science ฉบับตั้งไข่ เรียนง่ายเป็นเร็ว,27,2,1,9.2022,Thai,1,0,499.90,1,5,59,7h 1m,Todsapon Banklongsi,917,20,4.6,null,null,null,null,0,0,0,4.8
268,Fortgeschrittener R-Analyst - next Level R Programmierung,1,0,1,12.2021,German,1,0,349.90,0,5,28,8h 2m,Christian Müller-Kett,187,5,4.6,null,null,null,null,0,0,0,0.0
269,Анализ временных рядов на Python,0,0,1,12.2022,Russian,1,0,639.90,1,11,36,3h 58m,Центр digital-профессий ITtensive,"2,264",22,4.0,null,null,null,null,1,0,0,0.0
270,TensorFlow로 배우는 심층 강화학습 입문 - Deep Reinforcement Learning,1,1,1,12.2022,Korean,1,0,349.90,0,6,32,5h 20m,AISchool 에이아이스쿨,70,4,4.8,null,null,null,null,0,0,0,5.0
271,用Kedro构建完整数据科学管道,0,0,1,12.2022,Simplified Chinese,2,0,399.90,1,4,21,2h 10m,BUJIE XU,--,1,--,null,null,null,null,0,0,0,0.0
272,"파이썬(Python) 딥러닝(Deep Learning,DL) 프로젝트 - 기초 수학과 모델링 원리",1,0,1,12.2022,Korean,1,0,319.90,0,7,31,2h 58m,마소캠퍼스 머니매그넷,"2,064",50,4.7,null,null,null,null,0,0,0,0.0
273,Databricks Delta Lake + APACHE HOP: Carga e Dados,6,0,1,10.2022,Portuguese,1,0,69.90,1,3,64,9h 57m,MSc Grimaldo Lopes | + 45.000 alunos de Oliveira,"46,770",165,4.4,null,null,null,null,0,0,0,0.0
274,Data Visualization dengan Menggunakan Matplotlib dan Plotly,1,0,1,3.2022,Indonesian,1,0,105.90,1,9,45,3h 6m,Jubilee Enterprise,"15,101",105,4.7,null,null,null,null,1,0,0,0.0
275,数据科学和商业分析中的统计学基础,8,0,2,8.2022,Simplified Chinese,2,1,539.90,1,18,92,4h 48m,365 Careers,"2,203,543",91,4.6,Transvidio Inc.,"7,616",27,4.6,1,0,0,0.0
276,파이썬으로 배우는 실무 데이터 분석,8,2,1,12.2022,Korean,1,0,349.90,1,5,30,5h 0m,SUMIN WOO,8,1,5.0,null,null,null,null,0,0,0,5.0
277,Fundamentos para Machine Learning,224,0,1,4.2022,Spanish,1,1,69.90,1,5,5,1h 4m,Luis Guevara Matias,"19,523",427,3.4,null,null,null,null,0,0,0,0.0
278,Kursus Statistika SPSS untuk Jago Mengolah Data,17,0,1,1.2023,Indonesian,1,0,123.90,1,12,12,4h 45m,Coding Studio,98,22,4.8,null,null,null,null,1,0,0,0.0
279,Visualização de dados utilizando o R,7,0,1,8.2022,Portuguese,1,1,69.90,1,5,21,9h 0m,Leonardo de Azevedo Peixoto,7,1,--,null,null,null,null,0,0,0,0.0
280,اساسيات الذكاء الاصطناعي من الصفر,0,0,1,10.2022,Arabic,1,0,69.90,1,7,32,45m total,Omar Maher,--,1,--,null,null,null,null,1,0,0,0.0
281,Menguasai Fundamental Data Science,26,0,1,12.2022,Indonesian,1,0,259.90,1,1,24,3h 30m,Coding Studio,98,22,4.8,null,null,null,null,0,0,0,0.0
282,처음 배우는 딥러닝(Deep Learning),3,0,1,11.2022,Korean,1,0,449.90,1,10,72,3h 37m,현대C&R 하이인재원,84,56,4.0,null,null,null,null,0,0,0,0.0
283,Deep learning in Arabic,0,0,1,12.2022,Arabic,1,0,69.90,1,2,10,2h 50m,Ahmed Elesawy,"50,595",12,4.4,null,null,null,null,0,0,0,0.0
284,Inteligencia Artificial para Salud,"1,362",0,1,12.2022,Spanish,1,1,69.90,1,5,5,35m total,Luis Guevara Matias,"19,523",427,3.4,null,null,null,null,0,0,0,0.0
285,Fundamentos de ciencias de la información,181,0,1,2.2022,Spanish,1,1,69.90,1,5,5,1h 9m,Luis Guevara Matias,"19,523",427,3.4,null,null,null,null,0,0,0,0.0
286,MATLAB: Mühendisliğe Giriş Eğitim Seti,0,0,1,2.2022,Turkish,1,0,123.90,1,2,7,1h 34m,Muhammet Furkan Ata,22,3,4.1,null,null,null,null,0,0,0,0.0
287,내손으로 자연어처리 with Python | 감정분류와 포털뉴스 검색 프로젝트,5,0,1,11.2022,Korean,1,0,199.90,1,3,9,2h 54m,코딩엑스 AI,150,4,4.7,null,null,null,null,0,0,0,0.0
288,Swin Transformer实战实例分割：训练自己的数据集,4,0,1,1.2022,Simplified Chinese,2,0,105.90,1,5,19,3h 32m,Frank BAI,178,23,4.3,null,null,null,null,0,0,0,0.0
289,Automação de documentos com Docassemble,0,0,1,10.2022,Portuguese,1,0,69.90,1,3,14,1h 35m,Thiago Diniz,--,1,--,null,null,null,null,0,0,0,0.0
290,Swin Transformer实战实例分割：训练自己的数据集,4,0,1,1.2022,Simplified Chinese,2,0,105.90,1,5,19,3h 32m,Frank BAI,178,23,4.3,null,null,null,null,0,0,0,0.0
291,텐서플로로 배우는 딥러닝,3,0,1,11.2022,Korean,1,0,449.90,1,10,69,5h 30m,현대C&R 하이인재원,84,56,4.0,null,null,null,null,0,0,0,0.0
292,Основы генетических алгоритмов,7,0,1,12.2021,Russian,1,0,69.90,1,2,11,1h 49m,Roman Dushkin,994,24,4.0,null,null,null,null,0,0,0,0.0
293,Machine Learning et classification binaire avec ML .NET C#,2,0,1,6.2022,French,1,0,159.90,1,1,10,33m total,Gérald Actus,47,2,3.8,null,null,null,null,0,0,0,0.0
294,MLops + ORANGE completo: modelos machine learning,36,0,2,6.2022,Portuguese,1,1,123.90,1,7,45,8h 45m,MSc Grimaldo Lopes | + 45.000 alunos de Oliveira,"46,770",165,4.4,Fernando Amaral,"166,872",55,4.6,0,0,0,0.0
295,Data Science con Python - Elaborare e Visualizzare Dati,4,0,1,11.2022,Italian,1,0,89.90,1,13,63,2h 56m,Michael Saccol,672,7,3.7,null,null,null,null,0,0,0,0.0
296,Основы биоинформатики,5,1,1,8.2021,Russian,1,0,69.90,1,1,17,2h 45m,Roman Dushkin,994,24,4.0,null,null,null,null,0,0,0,3.0
297,【デジタル社会の「読み・書き・そろばん」】AI・データサイエンストレンド2022,0,0,1,3.2022,Japanese,1,0,105.90,1,1,10,41m total,三谷 慶一郎,338,5,4.2,null,null,null,null,0,0,0,0.0
298,Algoritmos y estructura de Datos,221,0,1,9.2022,Spanish,1,1,69.90,1,5,5,34m total,Luis Guevara Matias,"19,523",427,3.4,null,null,null,null,0,0,0,0.0
299,Introdução a ciência de dados com Python,1,0,1,12.2022,Portuguese,1,0,69.90,1,10,40,9h 7m,Eder Fernandes | Infoprojetek,31,2,4.8,null,null,null,null,0,0,0,0.0
300,PyTorch(파이토치)로 딥러닝 제대로 배우기 - 초급,1,0,1,11.2022,Korean,1,0,259.90,1,2,22,12h 45m,ITGO 아이티고,"5,705",272,4.7,null,null,null,null,0,0,0,0.0
301,Python Matplotlib Tutorial in Hindi,0,0,1,5.2022,Hindi,1,0,139.90,1,1,11,4h 7m,Sharad Khare,276,5,4.2,null,null,null,null,0,0,0,0.0
302,"파이썬(Python) 딥러닝(Deep Learning,DL) 프로젝트 - 딥러닝 모델 입문",1,0,1,12.2022,Korean,1,0,319.90,0,12,36,3h 39m,마소캠퍼스 머니매그넷,"2,064",50,4.7,null,null,null,null,0,0,0,0.0
303,AI 人工智能-快速入门课 2022,2,0,1,5.2022,Simplified Chinese,2,0,299.90,1,6,25,6h 38m,赵辛 赵,2,2,--,null,null,null,null,0,0,0,0.0
304,Pelatihan Data Science dengan Deep Learning dan Python,3,0,1,8.2022,Indonesian,1,0,399.90,1,6,56,7h 10m,Agus Kurniawan,"2,286",28,3.9,null,null,null,null,0,0,0,0.0
305,IT개발자들을 위한 블록체인 개발 입문(Solidity를 이용한 이더리움 스마트계약 구현),1,0,1,11.2022,Korean,1,0,459.90,1,10,102,4h 42m,현대C&R 하이인재원,84,56,4.0,null,null,null,null,0,0,0,0.0
306,AlphaZeroの意外な構造　またはAlphaGoは如何にして棋譜データの利用を止めて自分の経験に頼るようになったか,19,0,1,11.2022,Japanese,1,0,559.90,1,8,106,4h 55m,内山 充康,"3,033",9,3.9,null,null,null,null,0,1,0,0.0
307,خوارزميات التنقيب في البيانات,0,0,1,12.2021,Arabic,1,0,69.90,1,3,12,51m total,Samah Mohamed Osman Hassan,"2,614",3,3.9,null,null,null,null,0,0,0,0.0
308,처음 배우는 머신러닝(Machine Learning),2,0,1,12.2022,Korean,1,0,429.90,1,4,60,3h 55m,현대C&R 하이인재원,84,56,4.0,null,null,null,null,0,0,0,0.0
